ma_khach_hang,noi_dung_binh_luan,ngay_binh_luan,gio_binh_luan,so_sao,ma_san_pham,length,sentiment,positive_count,negative_count
262,tốt sạch bụi bẩn lớp nồng đề_nghị điều_chỉnh hương dịu nhẹ,29/05/2024,19:31,4,422201119,122,positive,1,0
71,serum thích hợp bình bha khô đêm rõ_rệt hơi đắt xắt miếng hơi,8/4/2023,6:04,5,422216596,191,positive,1,0
117,hasaki gò vấp nhầm_dạng không_phải_bết altruist không_thấy gắt không_nặng_mặt lỳ trôi rẻ tầm ổn_áp lớp hoàn_thành đẹp ghê sợ phấn_phủ giải_quyết,26/05/2022,11:22,5,249500027,363,positive,2,0
1099,chương_trình áp_dụng hình_thức cửa_hàng,16/03/2024,17:29,5,422207562,99,positive,0,0
3361,mát thấm khô_thoáng nhẹ kết_hợp dưỡng ẩm cấp_nước lỗ chân_lông cải_thiện lỗ chân_lông hài_lòng,9/5/2020,11:43,5,422203976,187,positive,1,0
1524,mặt_nạ phục_hồi siêu_đỉnh kích_ứng đắp khỏe trông ẩm_căng mê,28/03/2024,17:21,5,422218099,117,positive,1,0
707,đỉnh vô mát,28/04/2023,20:31,5,422200236,28,positive,1,0
1693,thấm phục_hồi tốt,23/05/2021,18:36,5,318900005,34,positive,1,0
701,dễ_dàng thoải_mái thư_giãn,29/04/2023,17:28,5,422205162,48,positive,1,0
2381,thị_hiền để_dàng thoải_mái thư_giãn,29/04/2023,13:25,5,422202253,77,positive,1,0
182,dễ_chịu,26/10/2018,19:18,5,422211446,29,positive,0,0
108,đi_lại lần_ròi gọi_là,29/10/2024,11:42,5,205100137,42,positive,0,0
164,dùg nửa lớp đỉnh mắt lớp khối_lượng chông rửa sữa rửa sạch lớp mùa đông không_hề khô,13/12/2022,8:25,5,205100136,192,positive,1,0
363,dầu_xài nhẹ_dịu lớp chống nắng không_làm khô giá_cả bình_dân túi tiền_viên ủng_hộ loreal hasaki shiper dễ_thương ghê_á lịch_sự,26/10/2018,21:38,5,422206648,256,positive,2,0
141,sạch tốt xám,2/5/2023,0:59,4,205100137,42,positive,1,0
2578,thích,8/1/2024,14:00,5,100230069,15,positive,1,0
2072,mụn nhạy_cảm mướt,19/05/2021,14:09,5,245500009,58,positive,0,0
4637,ổn_không_thấy nổi_bật,7/10/2023,13:25,3,204100003,56,negative,2,0
2938,tốt,4/1/2024,15:21,5,200500095,25,positive,1,0
1291,sản phâm tốt nhạy_cảm cạnh vơi,3/8/2019,19:23,4,204900009,58,positive,1,0
1269,chân_ái không_muốn bioderma tội,19/07/2024,10:42,5,204900009,129,positive,0,0
2936,môi xăm khô_xài ổn môi_mềm,16/03/2024,12:33,4,200500095,92,positive,1,0
3684,típ hiệu_quả típ,17/03/2022,11:38,5,422213312,88,positive,1,0
2039,ổn_áp bôi hơi nồng xíu à_bôi đánh mướt,21/10/2022,14:35,5,422203145,127,positive,1,0
2014,ưng dưỡng ẩm tốt nâng nhẹ dịu nhẹ mềm,21/11/2022,10:13,5,422203145,88,positive,2,0
692,đỉnh vô mát,30/04/2023,20:05,5,422200236,29,positive,1,0
2074,trắng ổn chống năngs bôi_tí ẩm hiệu_quả trừ hơi nồng trôi xịt_khoáng chống nắng trôi thành vệt trắng,28/12/2020,19:34,4,422207413,283,positive,2,0
2307,mặt_nạ mụn,23/10/2024,10:23,5,308500037,30,positive,0,0
4221,chống nắng texture đẹp nhà_sunplay hỗn_hợp chân_ái kiềm độ_ẩm vừa_phải tội hasaki nhánh hasaki nhập trải_nghiệm không_mắt kháng tốt hợp hỗn_hợp,21/02/2024,10:06,5,422212361,460,positive,1,0
3522,hồi eucerin nám dổi trộm_vía ghê kết_hợp chống nắng đỡ nám á_tình_dục,8/7/2024,2:15,5,422221764,173,positive,0,0
3361,mát thấm khô_thoáng nhẹ kết_hợp dưỡng ẩm cấp_nước lỗ chân_lông cải_thiện lỗ chân_lông hài_lòng,9/5/2020,11:43,5,201600019,187,positive,1,0
1146,mẹ bầu không,18/02/2023,8:18,5,422218631,26,positive,0,0
249,đoang gói cẩn_thận hasaki chất_lượng ròi,26/08/2021,20:40,5,422208807,83,positive,1,0
2076,tốt sẹo mụn rõ_rệt ốc_sên truecica bớt hẳn mụn,4/4/2020,6:05,5,345800015,101,positive,1,0
897,tốt,13/04/2023,21:08,5,422204795,68,positive,1,0
1261,nhầm kết_bạn,11/3/2023,14:15,5,422211549,56,positive,0,0
31,nháa routine bha chân_ái,6/6/2023,22:04,5,318900011,76,positive,0,0
2669,sài đợt cứng mỏng mụn bọc mụn trắng rơi dính,29/12/2021,21:27,2,422203776,193,negative,0,0
1066,rùi đỉnh bàn mụn ẩn_xài không_bí xài_lượng kết_hợp tretinoin đỉnh sợ đồ tư_vấn tư_vấn đồ,5/10/2023,9:20,5,422205122,333,positive,2,0
2501,hương dễ_chịu mát giá_thành ổn,2/5/2023,19:59,5,204100054,48,positive,1,0
1043,thiết_không_phải nhựa tuýp thử hợp_không_mình đối_xử aply lớp serum lớp trở_nên tán ẩm cân chân_ái tím dermaderm martiderm floslek svr isis pharma,14/09/2022,13:42,5,422203617,395,positive,0,0
152,hà rivew_ngợi yên_tâm nhạy_cảm ấm yên_tâm,2/3/2023,21:47,5,422206648,137,positive,2,0
1833,gói vận_chuyển hơi ướt nắp_xíu không,24/05/2021,11:48,5,204900010,77,positive,0,0
16,lâu_nè tối môi thâm_nhẹ căng ưng hủ lựu tiêm filer í hủ tuần chết hương_quả mọng trải_nghiệm liền,9/7/2024,21:53,5,422218746,257,positive,1,0
708,dễ_dàng thoải_mái thư_giãn,29/04/2023,10:13,5,308500018,48,positive,1,0
699,thích hasaki,29/04/2023,18:35,5,100230064,49,positive,1,0
2793,bổ rẻ mặt_nạ ôm sát không_bị rơi_rớt hoạt_động ẩm tốt hiệu_quả trị,16/12/2020,17:53,5,365000013,109,positive,4,0
275,chất_lượng tuyệt_vời,21/06/2021,21:51,5,422206648,52,positive,1,0
449,thấm không_vón không_nâng tấn_tẩy ẩm_mịn thích chống nắng dưỡng tốt,12/9/2023,11:11,5,204900013,129,positive,2,0
437,không_nên kém không_đáng,25/05/2024,15:10,1,205100146,50,negative,0,2
369,ưng,26/10/2018,19:05,5,422211447,76,positive,1,0
1641,đắp mát dưỡng_chất dễ_chịu đắp thoải_mái đêm rửa láng mịn,4/6/2024,23:28,5,422207147,170,positive,1,0
2744,dịch_vụ chậm_chạp không_đạt chất_lượng đợi,3/2/2021,8:28,2,422207423,58,negative,0,2
1599,khanhi thử hợp không_rồi tiếp liên_hệ zalo zalo,15/10/2022,22:09,5,422208181,168,positive,0,0
1660,không_mụn không_láng mịn gọi_là cực_đỉnh chân_ái,26/06/2022,8:48,5,318900005,146,positive,1,0
2615,không_tệ cân_nhắc kỹ,24/06/2021,16:44,2,204900009,51,negative,0,1
1010,dễ_dàng thoải_mái thư_giãn,4/5/2023,18:38,5,422202253,48,positive,1,0
357,thích cực_dịu nhẹ công_dụng,14/05/2020,22:47,5,318900005,66,positive,1,0
100,hài_lòng klairs khô tốt,19/09/2020,12:01,5,318900005,58,positive,1,0
1030,đỉnh vô mát,30/04/2023,20:03,5,422200236,29,positive,1,0
2382,nhẹ_nhàng thoải_mái thư_giãn,29/04/2023,12:40,5,422202253,51,positive,1,0
2082,thấm nâng nhẹ vệt trắng,29/05/2019,18:02,5,422203145,50,positive,0,0
2341,dễ_dàng thoải_mái thư_giãn,2/5/2023,10:27,5,422205162,45,positive,1,0
2366,dễ_dàng,30/04/2023,13:23,5,308500037,26,positive,0,0
3836,hasaki siêu_đặt liền nâng tông nhẹ tệp kết_cấu lỏng thấm ưng bụng,28/07/2023,18:12,5,422212361,163,positive,1,1
106,mặt_nạ đắp rửa,12/4/2023,19:24,5,365000015,48,positive,0,0
1094,rẻ sạch_ổn mụn không_bị rát đỏ mụn hết_mình tiếp,15/08/2024,23:46,5,422207562,106,positive,3,0
2719,thích,29/09/2023,0:23,5,422211276,27,positive,1,0
2649,hơi thất_vọng không_như quảng_cáo nêu,13/03/2022,13:40,2,422207812,51,negative,0,2
266,sài ròi không_kích_ứng mặc_dù nhạy_cảm_tẩy sạch ưng,9/7/2021,19:48,5,422211446,109,positive,1,0
2446,hộp,26/07/2020,0:59,5,308500037,51,positive,0,0
1675,dầu_xài thích không_bị rít_dưỡng ẩm tốt,23/09/2021,9:15,5,318900019,55,positive,3,1
577,dầu_sài thích thấm thơm,1/1/2024,13:36,5,422200306,59,positive,2,0
208,mụn oreal_nhạt thích sạch dịu nhẹ không_gây_kích_ứng giá_cả rẻ tốt gói cẩn_thận,5/4/2022,9:44,5,422208807,163,positive,4,0
2270,nâng tốt bết rít dính điện_thoại kèm bột phấn_phủ lớp hoàn_thành đẹp,4/4/2024,0:05,4,422208183,103,positive,1,1
422,thích sữa rửa lớp trắng đục không_tạo bọt ẩm,13/11/2022,17:34,5,422208977,90,positive,1,0
1239,tạm ổn không_sơ dính hơi tốn thấm_tẩy đỡ cân_nhắc hơi,7/8/2023,19:48,4,422222535,164,positive,1,0
698,dễ_dàng thoải_mái thư_giãn,28/04/2023,20:20,5,422205163,47,positive,1,0
3311,không_hợp mụn nhã_ý,3/9/2024,11:48,5,422207323,131,positive,0,1
1439,dễ_chịu dịu giá_thành ổn,4/5/2023,17:22,5,204900159,38,positive,1,0
1881,chất_lượng tốt thích chỗ không_bị sợi dính,2/5/2019,18:24,5,243300007,65,positive,3,0
1026,hương dễ_chịu mát_góa thành ổn,2/5/2023,9:33,5,422206537,45,positive,1,0
836,hài_lòng,6/6/2024,11:18,5,422210400,12,positive,0,0
1287,chất_lượng tốt dịu nhẹ nhạy_cảm_tẩy không_bị khô căng ẩm_mịn không_bị_bết dính,30/05/2021,17:39,5,204900009,145,positive,3,0
35,hiệu_quả cực_kì giá_thành,17/04/2023,13:48,5,200400003,79,positive,1,0
2815,còi vết thâm_công_nhận chấm mụn không_ăn chân_ái mụn thâm,2/9/2024,10:37,5,248700054,167,positive,0,0
3908,quảng_cáo,23/05/2024,20:33,3,422205162,47,negative,0,0
2250,shiper dễ_thương xĩu thử,17/09/2023,14:48,4,245500009,81,positive,1,0
420,hợp đặc_sệt lỏng bữa khô,14/12/2022,0:32,3,422208975,159,negative,0,0
1497,thặc xịn,14/12/2019,3:38,5,204900056,17,positive,1,0
140,mụn nhạy_cảm kĩ_thôi chữ cánh mũi_ý ẩm_mặt không_là đau không_quằn_què chăm_tẩy chết tuần ổn khỏe tuần,31/05/2023,14:53,5,245500010,271,positive,1,0
3752,chất_lượng ổn không_như kỳ_vọng,28/05/2022,0:45,2,205100136,51,negative,1,1
808,gói kĩ_đẹp nguyên_tẩy không_thấy ngứa rát sạch,21/08/2020,13:06,5,100230056,113,positive,0,1
1023,dễ_dàng thoải_mái thư_giãn,2/5/2023,14:00,5,422205163,48,positive,1,0
3131,ưng mịn_màng bôi thấm,17/06/2021,15:39,5,222600030,90,positive,1,0
128,rửa hạt không_mùi kiềm tốt_rửa sạch_rửa không_bị khô,4/1/2024,19:18,4,422214147,92,positive,2,0
1157,đẹp bì_lọ thủy dịu nhẹ lành_tính cầu khả_năng đáp_ứng tốt,30/05/2024,15:08,5,253900004,136,positive,1,0
2345,dễ_chịu mát giá_thành ổn,1/5/2023,17:10,5,422206537,40,positive,1,0
1338,ẩm dịu tốt,22/02/2021,9:39,5,422211878,39,positive,1,0
2542,nhẹ aply tiết_kiệm đường gấp công_dụng lắng eucerin,13/11/2020,23:27,5,422207283,211,positive,0,0
2038,ưu_điểm bôi thấm lót mướt không_bị,24/10/2022,17:58,5,422203145,115,positive,1,0
226,thích hỗn_hợp khô ẩm_không_bị khô căng,10/2/2022,17:51,5,422208807,78,positive,2,0
508,htd nổi mụn_ẩn kiềm_dầu tạm không_lắm chống nắng kém bù rẻ tập,22/09/2022,21:24,3,249500007,183,negative,1,1
1291,tạm ổn không_áp_phê ồi rẻ,31/03/2022,1:50,5,422204775,68,positive,2,0
2422,mặt_nạ tốt,2/9/2021,12:36,5,422202253,28,positive,1,0
1872,giá_cả rẻ,5/4/2021,15:10,5,224100009,41,positive,1,0
351,thất_vọng tốt,30/07/2023,13:06,2,308500009,45,negative,1,1
2370,hương dễ_chịu mát giá_thành ổn,30/04/2023,10:13,5,204100054,46,positive,1,0
1472,sạch tốt không_phù_hợp khô hơi căng,17/11/2021,20:41,5,422210784,77,positive,2,1
2061,trứoc sài chống nắng đợt hơi thất_vọng đánh,31/03/2022,23:17,1,422207413,137,negative,0,1
2987,tốt hỗn_hợp thiên_dầu tối mềm không_đổ_dầu tối hỗn_hợp thiên_dầu phòng máy_lạnh sài không_thì_bí,27/05/2023,20:59,5,422200342,208,positive,1,0
1901,hà thử mụn cải_tạo làn tốt trị mụn tương_đối tốt sài bữa hiệu_quả rõ_rệt chiến_thần_hà học thử,3/10/2022,0:31,5,100210023,287,positive,3,0
233,chất_lượng tốt,19/01/2022,10:47,5,207500001,27,positive,1,0
1428,mụn serum,6/1/2021,17:24,5,293500043,48,positive,0,0
2166,mỏng tiết_kiệm toner túi vệ viền không_bị xơ_bông miếng không_mắc_đáng,14/08/2022,13:58,5,422203300,203,positive,1,0
2444,mặt_nạ naruko tràm trà kiểm_soát mụn thơm_đắp mát đắp kéo mặt_nạ mủi sống mủi chóp mũi không_đắp tiếc,29/07/2020,1:21,4,308500013,199,positive,1,0
349,siêu,2/10/2019,19:55,5,205100146,28,positive,0,0
2222,hỗn_hợp thiên_dầu,16/05/2020,20:46,5,422207414,45,positive,0,0
3515,tuýp thứ_ròi tuýp tình_cờ lướt_hasaki hốt chất_thấm hiệu_quả nếp nhăn mắt quầng_thâm cơ_địa trộm_vía mắt,7/9/2021,21:24,5,232500022,260,positive,1,0
139,kết_hợp lọ_hồng trắng_hồng trắng tối hỗn_hợp thiên_dầu thẩm_thấu mướt mịn lọ hồng_đặc ấm lọ trắng mát,15/06/2023,13:08,5,418800004,220,positive,0,0
2701,tạm ổn,18/03/2022,13:46,3,422204795,42,negative,1,0
132,rửa mềm mịn_mát lạnh_ưng,8/8/2023,7:13,5,308500001,38,positive,1,0
2773,thấm mát_mướt ẩm tốt,21/10/2023,10:49,4,422202632,62,positive,1,0
2061,trứoc sài chống nắng đợt hơi thất_vọng đánh,31/03/2022,23:17,1,249500019,137,negative,0,1
2318,dễ_dàng thoải_mái thư_giãn,4/5/2023,18:17,5,422205163,47,positive,1,0
130,dét giọt serum thấm lỏng nước_lả tác_dụng tuyệt_luôn nặn mụn dịu bớt đỏ á_không_bị đổ dầu_bí khô phục_hồi đỏ ẩm á_dùng mặt_ráo mịn độ_ẩm yên_tâm nhạy_cảm phê,18/03/2024,22:29,5,422208327,473,positive,2,0
2329,hương dễ_chịu mát ổn,3/5/2023,17:09,5,422206537,66,positive,1,0
3783,ứng_dụng quà tặng không_thấy tặng không_thấy tặng gân không_thây tặng,7/11/2022,18:46,4,422204902,108,positive,0,0
727,tốt,10/4/2023,12:51,5,100230057,3,positive,1,0
348,tràm trà dễ_chịu đắp nóng_nhẹ không_khó đắp vô_nhẹ dưỡng_chất thấm không_gây nhờn_rít mặt_nạ mặt_nạ tủ_lạnh đắp trải_nghiệm tốt,6/10/2019,15:26,5,308500018,240,positive,1,2
2438,dịch_vụ chậm,6/1/2023,17:21,2,422221911,44,negative,0,1
700,thích hasaki,29/04/2023,18:35,5,100230064,40,positive,1,0
714,ưng_ý,20/04/2023,18:22,5,100230056,37,positive,2,0
687,dễ_dàng thư_dãng tột_đột thoải_mái,1/5/2023,10:01,5,308500018,46,positive,1,0
696,dễ_dàng thoải_mái thư_giãn,29/04/2023,16:43,5,422205164,47,positive,1,0
788,hasaki nowship shiper thân_thiện tận_tình hasaki hài_lòng đầy_đủ hời khuyên,10/6/2021,19:51,5,422205163,315,positive,1,0
75,chê đỉnh chân_ái đời,13/09/2021,8:19,5,422216594,87,positive,1,0
129,sài máy công_nhận sạch bã nhờn bẩn,4/9/2023,21:12,5,205100146,70,positive,0,0
126,rửa sạch nhẹ_nhàng không_khô không_kích_ứng kích_ứng thử ửng đỏ tốt dịu nhẹ phát tác_dụng trộm_vía trắng không_bị,6/11/2023,19:33,5,422202362,320,positive,2,0
2832,hấy căng mướt thâm không_thấy hài_lòng dần nồng,9/9/2023,16:50,5,422202580,152,positive,0,0
3840,bám học rửa mặt_tát ầm_ầm không_hề rớt,10/7/2023,13:38,5,226200018,85,positive,0,0
2382,hương dễ_chịu mát,30/04/2023,9:33,5,204100019,31,positive,0,0
3205,mặt_nạ đắp ghiền,23/05/2024,18:54,5,422220080,30,positive,0,0
3245,niacinamide nồng_độ nâng nồng_độ kích_ứng câu đối_xử nồng_độ treat quất vô hỏng kĩ giùm,15/04/2022,20:15,5,422204231,346,positive,0,0
2193,sử_sụng dễ_dàng thoải_mái thư_giãn,4/5/2023,19:34,5,308500037,48,positive,1,0
31,đầu_ròi umê,8/6/2023,10:20,5,207500003,41,positive,0,0
3749,thâm_giảm mụn_không_đáng tác_dụng dưỡng_cấp dịu,14/09/2020,23:28,4,345800015,77,positive,0,1
3148,khô mê thử rửa mịn mượt_thơm,5/11/2023,7:06,5,422203506,79,positive,1,0
274,rẻ sạch tầm lenart sạch nhày nhỉnh,22/06/2021,12:33,5,422206648,230,positive,1,0
1395,căng mướt khít lỗ chân_lông,30/09/2021,11:50,5,422200306,105,positive,0,0
2935,cấp_nước tốt đắp khỏe căng,15/04/2024,9:35,5,422217992,50,positive,1,0
531,nhẹ dịu_chất lỏng thẩm_thấu nhạy_cảm ẩm tốt_bì mỹ_phẩm hasaki không_hà,18/07/2021,11:52,5,422211878,164,positive,1,0
107,không_hợp lằm nhờn_nhờn nước_tẩy,30/09/2019,8:14,4,422208807,81,positive,0,1
3971,sửa không_trị mụn sạch nhẹ thoáng trị mụn trộm_vía,5/8/2023,12:06,5,331300002,111,positive,0,0
2317,dễ_dàng thoải_mái thư_giãn,4/5/2023,18:44,5,308500013,48,positive,1,0
340,không_tróc,17/03/2020,10:40,5,205100137,40,positive,0,0
2185,mê bây ơi_thấm lớp màng mịn,31/08/2024,20:44,5,422209048,77,positive,0,0
1842,rửa dầu_xài mịn hương dễ_chịu sánh hơi trị thâm_tranexamic skarfix bổ rẻ,9/3/2024,19:57,5,224100009,182,positive,1,0
2910,laọi siêu_thích thấm không_bết rít,24/12/2021,11:11,5,204100003,74,positive,2,1
2402,dễ_dàng,27/04/2023,14:12,5,422205160,29,positive,0,0
165,rửa chân_ái cuộc_đời serum trị mụn tốt nhạy_cảm không_dị_ứng hương_liệu rửa sạch không_bị khô tuần cải_thiện kết_hợp klenzit mụn_ẩn hiệu_quả thơm rửa chén_táo thử,12/7/2022,14:54,5,293500006,402,positive,5,0
2159,pas,17/09/2022,8:48,5,248700003,30,positive,0,0
121,sạch sâu hợp mụn sạch êm,19/11/2023,12:07,5,422211447,76,positive,0,0
74,căng nổi_mẩn đỏ sưng dị_ứng không_hợp hỗn_hợp,17/03/2022,22:11,2,204900056,144,negative,1,1
2652,tốt,21/11/2023,14:23,5,422203807,20,positive,1,0
3300,texture serum suốt lỏng hơi bôi không_thấm ấm_nóng không_gây_kích_ứng nặn mụn chiều tối bôi không_cảm đau rát ửng đỏ mờ thâm tốt tuần liền đêm bôi chống nắng chảo,8/6/2022,13:09,5,214000001,370,positive,1,1
2441,không_vào mặt_nạ không_vô miếng đỡ hẳn mụn đổi,23/09/2020,9:49,5,422205162,178,positive,0,0
2424,mặt_nạ không,22/06/2021,21:03,5,308500004,71,positive,0,0
2194,nâng nhẹ tùy mức_độ sữa kiềm không_gây khô bôi nắng,5/9/2022,15:35,4,249500028,133,positive,0,0
96,hương thơm dễ_chịu lành_tính ẩm dịu tốt dùg khỏe,11/3/2021,22:19,5,318900012,77,positive,2,0
1853,học_viên thiên_khô mướt không_bị khô,30/06/2022,9:34,5,224100009,120,positive,1,0
236,đỉnh,30/11/2021,21:32,5,205100136,12,positive,1,0
2311,dễ_dàng thoải_mái thư_giãn,5/5/2023,10:01,4,422205160,48,positive,1,0
706,dễ_dàng thoải_mái thư_giãn,28/04/2023,13:50,5,308500037,45,positive,1,0
1164,tình_cờ khánh_bạn thử kết_quả đam_mê sữa thấm hơi nhẹ không_bết dính kiềm tốt cực_kỳ dễ_chịu sữa hơi tốn tuýp roche posay ổn hoài hoài,2/2/2023,20:52,5,422217292,458,positive,3,0
2598,mềm tốt,9/10/2018,14:43,5,207500007,23,positive,1,0
1431,serum mụn ưng_ý svr dịu nhẹ không_khô_rửa sạch tốt khô_nhân mụn hơi muộn ý_định thành,6/9/2020,22:46,5,293500043,230,positive,3,0
2355,dễ_dàng thoải_mái thư_giãn,30/04/2023,18:26,5,308500037,47,positive,1,0
1443,ổn,14/11/2022,21:31,3,422202253,37,negative,1,0
48,mặt_nạ tràm trà tốt ẩm_đắp mà_còn mụn hiệu_quả,3/12/2021,15:58,5,422205162,121,positive,2,0
502,kiềm tốt sài loãng xịt hơi tuýp,17/11/2022,15:12,5,204900013,153,positive,1,0
3145,lọ rẻ tốt hồi nhật serum_tẩy hatomugi việt_nam hạt_dẻ yên_tâm,29/08/2024,14:58,5,422203506,140,positive,3,0
26,toner chân_ái dịu,14/08/2023,17:03,5,318900011,35,positive,0,0
772,mã_vạch tốt ủng_hộ sảm_phẩm tiếp,17/11/2021,10:48,5,100230057,83,positive,1,0
3329,không_lên tông thấm khô thoáng dầu_sài thích thơm anesa rẻ sài chống nắng tốt không,18/12/2020,19:46,5,223600009,117,positive,4,0
2336,bông_tẩy ưng_ý ipek mềm lớp không_bị xơ_mặt hasaki rẻ chỗ,5/3/2020,8:48,5,422203807,194,positive,4,0
2390,hương dễ_chịu mát giá_thành ổn,28/04/2023,14:13,5,204100019,45,positive,1,0
748,mụn ẩn_không_nên sài mụn ẩn,22/07/2022,21:43,4,100230057,69,positive,0,0
3480,sạch,30/03/2020,7:05,5,343100029,41,positive,0,0
2513,tốt,26/04/2023,18:40,5,422206537,7,positive,1,0
2741,chống nắng treament phổ rộng chống hoàn_thành đẹp,22/11/2022,12:42,5,248700035,81,positive,0,0
2362,dễ_dàng thoải_mái thư_giãn,30/04/2023,14:35,5,308500015,47,positive,1,0
4069,tốt hiệu_quả quà tặng kèm thích,15/09/2022,17:07,5,422209042,103,positive,3,0
2537,không_bị kiềm tốt không_bị nhờn_xài yên_tâm_ý,14/11/2020,22:51,5,204100003,98,positive,4,0
1258,serum nổi mụn dậy rửa không_thấy đổ,20/04/2024,23:48,5,422208913,113,positive,0,0
693,hasaki_tẩy tốt,29/04/2023,19:29,5,100230056,53,positive,1,0
3775,cực_kì ưng cải_thiện căng mịn tầm tuần hiệu_quả rõ_rệt,26/10/2021,19:27,5,204100070,155,positive,3,0
473,chống nắng hợp thích,22/04/2023,16:11,5,204900013,80,positive,1,0
125,duyệt,13/11/2023,11:48,5,205100137,22,positive,0,0
813,skincare mkaup mụn_ẩn tráng đỡ,5/4/2020,16:52,5,200400004,121,positive,0,0
301,hasaki rẻ chất_lượng phục_vụ tốt,26/02/2021,22:24,5,422204259,65,positive,2,0
1458,mụn bác_sĩ liễu bác_sĩ kê đơn khỏe không_khô bí,15/06/2022,17:24,5,422210784,99,positive,0,0
1184,chân_ái á_siêu kiềm siêu_mướt ngoài_trời gọi_là quài mãi hích,14/07/2022,21:47,5,422217292,165,positive,0,0
2701,hasaki kích_ứng không_hợp zl khoản,2/11/2024,23:38,5,293500050,127,positive,0,1
3154,hơi_rích căng nhẹ,11/5/2022,0:48,4,422202362,37,positive,0,0
2026,thấm nâng nửa_tông nhũ nắng,14/11/2022,22:49,5,422203145,83,positive,0,0
2768,ổn,11/6/2022,18:34,3,422206102,2,negative,1,0
760,gói kĩ_lém lưôn đắp nhận_xét,4/5/2022,18:53,5,422209636,62,positive,0,0
2404,hương dễ_chịu mát giá_thành ổn,27/04/2023,12:52,5,204100054,46,positive,1,0
24,tốt sạch không_bị khô không_khít_lcl không_bị mụn không_mùi ổn posay,31/08/2023,16:43,5,100230056,190,positive,4,0
588,ổn thơm nhẹ thấm hơi,21/08/2023,16:42,5,422212100,93,positive,2,0
609,đặc_không_tông tán không_không chắc_không_hợp mụn,23/07/2022,8:45,3,422212100,168,negative,0,1
266,ẩm tốt,17/04/2021,23:09,5,365000015,16,positive,1,0
1211,mịn ẩm kiềm tốt dây mắt hơi mắt thích không_hề bết dính thấm vệt trắng không_hề_lộ điểm_trừ,14/05/2021,22:41,5,249500013,268,positive,2,0
366,dã ý_giá siêu_rẻ tiếp,26/10/2018,19:57,5,422208807,68,positive,1,0
1116,ưng_tẩy sạch mê ê_ê,4/8/2021,16:21,5,422207562,56,positive,1,0
1714,mềm_mịn,22/11/2023,12:05,5,100240016,28,positive,0,0
624,ẩm dịu tốt,17/11/2021,1:03,5,253900004,24,positive,1,0
1933,sài êm_mềm mịn,2/1/2020,9:22,5,223600032,53,positive,0,0
1068,ẩm tốt thấm khô_ráo không_bị_nhày sài êm_mặt,18/05/2023,9:24,5,422214134,79,positive,2,0
138,mát,23/06/2023,12:13,5,100150058,7,positive,0,0
674,thích hasaki,3/5/2023,19:02,5,100230057,47,positive,1,0
808,mặt_nạ cồn nhạy_cảm cân_nhắc đắp sức hiệu_quả không_thần_thánh mịn một_chút đắp,13/10/2021,20:04,4,422202253,199,positive,1,0
1404,yêu_thương vô_cùng dính cosrx bác_sĩ chẩn_đoán tiết_bã cosrx không_đủ sạch không_giảm mờ ê_mê sạch sâu_rửa thoáng mềm_không_khô ổn tiếp acid hợp_lý sạch sâu_thoáng không_khô căng dần,13/10/2024,10:35,5,293500043,394,positive,1,0
494,hình_như lô sản_xuất không_giống mỏng dày không_đều,11/12/2022,0:30,4,422203809,110,positive,0,0
3463,nt lót trang_điểm đánh mướt ổn_nhiên hơi,23/05/2024,13:41,5,422201725,185,positive,1,0
208,chấm mụn neogen hiệu_quả mụn nổi mụn viêm chấm mụn neogen bớt sưng viêm để_dành chấm mụn neogen,5/4/2022,10:12,5,422203449,231,positive,2,0
301,hasaki rẻ chất_lượng phục_vụ tốt,26/02/2021,22:24,5,205100146,65,positive,2,0
1228,đợt sàu êm đợt sài sơ mịn dính,19/07/2024,11:08,3,422211640,110,negative,0,0
3665,hạt tbc cứng không_phù_hợp tốt đóng_gói cẩn_thận đặt_hàng cám_ơn,3/11/2021,22:44,5,207300009,147,positive,3,1
2613,mụn,10/5/2022,20:15,2,371600006,28,negative,0,0
257,rẻ bọc,8/8/2021,20:26,5,422220469,58,positive,1,0
805,siêu_sản_phẩm nguyên_siêu xịn,28/08/2020,11:45,5,100230056,64,positive,1,0
3379,chân_ái cuộc_đời hỗn_hợp thiên_dầu rửa toner pepti rùi dưỡng ẩm_hadalabo celfushion mướt mượt căng mọng chiều không_hề khô phòng,27/05/2023,21:58,5,224100029,259,positive,0,0
1079,tuần mụn nhạy_cảm,4/9/2022,18:25,4,249500028,71,positive,0,0
2533,tỉnh sữa_rửa chất_lượng bàn_cãi sạch không_bị căng rát,15/11/2020,16:07,5,204100054,165,positive,1,0
477,tuýp sạch thích,12/12/2022,9:29,5,204900128,37,positive,1,0
1492,tôt,16/10/2020,10:37,5,207500001,8,positive,0,0
2456,mặt_nạ đắp hiệu_quả miếng đắp thử đắp trắng trông,10/2/2020,16:15,5,422202253,121,positive,1,0
2326,dễ_dàng thoải_mái thư_giãn,3/5/2023,19:38,5,308500015,47,positive,1,0
1104,rẻ xỉu á_mí mụn viêm mụn mủ đồ miết nhẹ,4/2/2023,18:07,5,422204884,123,positive,1,0
4369,không_hợp rát đỏ_ửng khó_chịu,6/2/2022,17:11,1,100750038,120,negative,0,2
430,không_ưng dần ưng_bản bữa cũ tuần mụn,10/6/2024,15:43,5,422216416,193,positive,2,0
